PJME_MW,hour,dayofweek,quarter,month,year,dayofyear,weekofmonth,weekofyear
41096.0,21,3,1,3,2007,67,8,10
27256.0,0,4,1,1,2018,12,12,2
34092.0,21,5,1,3,2005,64,5,9
32614.0,21,0,1,1,2018,22,22,4
33682.0,14,4,3,9,2010,253,10,36
20699.0,3,4,4,11,2003,332,28,48
20917.0,3,0,2,5,2008,147,26,22
29820.0,10,3,2,4,2015,113,23,17
38719.0,12,1,1,1,2009,13,13,3
26934.0,0,1,2,5,2017,122,2,18
29951.0,1,6,1,3,2014,61,2,9
35574.0,9,2,2,5,2012,151,30,22
25910.0,5,4,4,12,2005,364,30,52
33343.0,2,5,3,7,2013,187,6,27
32939.0,6,4,1,1,2011,28,28,4
35506.0,19,5,4,12,2011,344,10,49
29824.0,23,3,1,2,2016,35,4,5
25215.0,1,5,4,11,2013,320,16,46
24483.0,6,6,2,6,2011,170,19,24
33751.0,18,3,4,11,2010,308,4,44
29332.0,0,4,1,1,2005,7,7,1
25159.0,1,3,1,3,2010,70,11,10
27394.0,2,3,3,9,2010,266,23,38
43865.0,20,2,1,3,2007,66,7,10
33557.0,21,4,1,3,2011,70,11,10
37865.0,15,0,2,6,2015,152,1,23
32302.0,21,3,3,9,2012,264,20,38
32385.0,2,2,3,7,2012,186,4,27
34902.0,9,4,4,12,2017,356,22,51
32055.0,1,3,2,6,2014,177,26,26
37157.0,15,3,4,10,2005,279,6,40
37684.0,19,6,1,2,2004,32,1,5
27728.0,4,3,2,6,2006,152,1,22
49914.0,16,1,3,8,2006,220,8,32
28149.0,7,4,4,10,2005,294,21,42
31285.0,23,0,4,12,2012,359,24,52
31436.0,12,4,3,9,2015,268,25,39
32890.0,11,1,4,11,2003,322,18,47
31415.0,8,2,3,8,2015,224,12,33
24048.0,6,6,3,9,2004,249,5,36
33910.0,20,3,1,3,2018,81,22,12
22762.0,3,0,2,6,2006,156,5,23
20956.0,5,6,2,4,2014,110,20,16
33502.0,14,5,2,6,2016,170,18,24
24399.0,0,0,2,4,2006,114,24,17
31464.0,8,1,4,11,2009,321,17,47
31630.0,8,4,2,4,2009,107,17,16
28832.0,19,6,4,10,2006,274,1,39
32184.0,8,3,3,9,2004,246,2,36
28979.0,4,5,3,7,2017,182,1,26
27934.0,5,0,1,3,2016,67,7,10
24045.0,4,4,2,4,2015,114,24,17
31061.0,16,2,2,5,2018,129,9,19
32760.0,9,3,2,6,2016,175,23,25
24541.0,3,0,3,7,2009,194,13,29
28905.0,3,5,4,12,2005,337,3,48
32580.0,16,3,4,11,2012,334,29,48
38425.0,10,3,3,8,2005,230,18,33
28676.0,7,2,2,4,2013,114,24,17
27775.0,8,4,2,5,2016,134,13,19
36564.0,0,1,3,7,2004,188,6,28
25558.0,1,6,4,11,2010,311,7,44
46616.0,16,4,3,8,2011,217,5,31
41224.0,16,3,3,7,2009,183,2,27
31714.0,16,4,2,4,2008,102,11,15
23966.0,1,4,2,5,2004,128,7,19
34388.0,9,5,1,1,2012,14,14,2
34830.0,21,0,4,10,2007,274,1,40
43205.0,13,2,1,1,2005,19,19,3
40385.0,13,1,1,2,2015,48,17,8
37287.0,10,3,1,2,2015,43,12,7
34868.0,11,3,1,1,2006,5,5,1
32082.0,23,0,3,8,2013,231,19,34
36907.0,22,3,3,8,2009,218,6,32
26449.0,8,6,4,12,2012,351,16,50
53245.0,18,3,2,6,2007,179,28,26
29134.0,22,2,4,11,2015,322,18,47
37563.0,18,3,4,12,2016,343,8,49
37994.0,21,3,3,9,2015,253,10,37
39574.0,16,3,3,7,2006,187,6,27
30271.0,22,5,2,6,2009,157,6,23
39541.0,13,6,3,7,2002,209,28,30
28036.0,17,1,2,4,2018,114,24,17
28977.0,12,5,1,1,2016,16,16,2
48028.0,15,4,2,6,2005,161,10,23
29152.0,22,3,4,10,2015,281,8,41
27004.0,13,6,2,6,2003,159,8,23
40207.0,13,1,2,5,2016,152,31,22
36154.0,22,4,1,1,2013,4,4,1
32506.0,14,2,4,11,2006,333,29,48
25960.0,15,5,1,3,2018,83,24,12
32147.0,7,4,4,12,2010,358,24,51
22486.0,2,6,1,2,2017,50,19,7
35513.0,8,1,3,7,2014,196,15,29
29446.0,8,4,2,4,2004,121,30,18
35593.0,9,0,3,7,2006,184,3,27
33134.0,19,4,2,5,2010,148,28,21
22236.0,5,5,4,11,2008,320,15,46
32420.0,19,4,1,2,2018,47,16,7
34519.0,9,3,1,3,2006,75,16,11
49021.0,19,4,1,1,2018,5,5,1
28086.0,7,0,3,9,2002,252,9,37
31845.0,5,3,1,1,2009,1,1,1
34561.0,14,1,2,6,2010,159,8,23
46586.0,22,5,3,7,2008,201,19,29
32862.0,10,0,1,2,2018,43,12,7
36220.0,3,4,1,2,2014,59,28,9
34635.0,16,6,3,9,2011,254,11,36
26848.0,3,1,2,6,2014,168,17,25
29394.0,0,1,1,3,2008,78,18,12
23069.0,6,3,2,5,2017,145,25,21
21061.0,3,0,2,5,2006,128,8,19
33307.0,7,1,2,6,2005,179,28,26
39713.0,8,2,4,12,2005,341,7,49
31017.0,18,3,4,10,2013,297,24,43
27165.0,5,1,2,4,2007,107,17,16
33139.0,11,4,1,3,2010,85,26,12
38756.0,12,6,3,7,2007,210,29,30
43481.0,17,2,3,7,2017,186,5,27
29906.0,22,1,1,3,2016,82,22,12
30325.0,11,5,3,9,2004,269,25,39
34274.0,8,3,4,10,2006,299,26,43
29936.0,20,5,4,11,2003,326,22,47
28843.0,16,0,2,4,2016,116,25,17
37298.0,16,4,1,2,2018,33,2,5
47676.0,11,2,3,7,2014,183,2,27
28568.0,23,0,2,5,2004,124,3,19
54908.0,16,1,3,7,2018,184,3,27
29811.0,2,5,1,1,2006,7,7,1
25274.0,2,1,4,11,2004,335,30,49
39073.0,19,0,1,1,2006,23,23,4
32374.0,22,0,4,11,2013,308,4,45
38663.0,7,3,1,1,2004,15,15,3
36357.0,10,4,4,12,2005,357,23,51
30833.0,1,1,1,2,2014,56,25,9
23834.0,6,2,4,11,2014,309,5,45
35412.0,17,1,3,9,2009,265,22,39
30999.0,1,2,3,7,2016,202,20,29
44038.0,11,5,3,7,2010,198,17,28
30256.0,15,4,2,4,2009,107,17,16
25632.0,3,5,1,1,2016,2,2,53
34425.0,17,4,1,3,2007,68,9,10
41112.0,19,3,3,8,2008,234,21,34
30718.0,19,0,2,5,2011,122,2,18
26274.0,1,4,2,5,2013,144,24,21
24565.0,23,6,2,4,2016,108,17,15
35222.0,9,1,1,3,2013,85,26,13
31829.0,13,5,2,6,2007,174,23,25
39459.0,12,6,3,7,2011,198,17,28
30348.0,21,0,4,11,2015,306,2,45
29899.0,17,5,1,1,2006,21,21,3
23366.0,4,5,4,11,2002,334,30,48
48176.0,21,3,3,8,2007,228,16,33
33818.0,9,3,4,10,2005,279,6,40
26781.0,1,6,3,8,2003,236,24,34
29585.0,8,3,4,10,2009,281,8,41
30522.0,15,1,2,4,2011,102,12,15
29745.0,11,6,1,3,2006,85,26,12
35362.0,21,6,1,1,2003,5,5,1
37697.0,16,6,1,2,2003,47,16,7
49322.0,20,1,3,7,2015,209,28,31
27875.0,10,1,2,4,2017,101,11,15
32997.0,14,5,1,2,2011,43,12,6
34491.0,12,2,4,12,2007,346,12,50
34475.0,14,4,3,9,2011,273,30,39
33960.0,20,1,4,10,2011,284,11,41
32908.0,11,2,4,12,2017,354,20,51
39528.0,21,3,1,2,2006,40,9,6
32818.0,19,3,4,11,2011,307,3,44
30910.0,10,0,2,5,2003,125,5,19
22956.0,4,1,4,11,2011,326,22,47
35205.0,15,0,1,1,2003,13,13,3
29494.0,23,4,4,11,2004,331,26,48
29842.0,15,4,4,10,2011,294,21,42
29367.0,17,2,2,4,2012,109,18,16
41642.0,18,6,2,6,2008,167,15,24
37110.0,8,3,3,7,2013,192,11,28
36127.0,11,3,1,1,2016,14,14,2
32270.0,20,6,4,11,2012,323,18,46
29956.0,23,0,2,4,2005,94,4,14
24372.0,1,2,3,9,2006,256,13,37
25965.0,0,4,1,3,2002,88,29,13
36613.0,8,4,3,7,2012,188,6,27
49707.0,16,3,3,7,2008,213,31,31
52148.0,17,2,2,6,2002,177,26,26
32330.0,8,4,4,11,2013,333,29,48
32559.0,11,6,2,6,2014,180,29,26
37176.0,20,3,4,12,2017,355,21,51
21981.0,8,6,2,5,2010,129,9,18
45053.0,13,3,3,8,2008,220,7,32
45691.0,18,6,3,7,2011,191,10,27
33196.0,10,2,2,5,2014,148,28,22
32573.0,16,2,1,1,2002,16,16,3
26490.0,5,1,2,6,2014,168,17,25
29470.0,13,3,4,10,2012,285,11,41
25544.0,10,6,1,3,2012,85,25,12
22362.0,2,0,4,11,2009,313,9,46
33649.0,18,6,1,2,2005,51,20,7
22668.0,5,6,1,3,2004,81,21,12
32765.0,13,1,4,12,2003,364,30,1
26736.0,1,4,4,10,2006,300,27,43
39150.0,23,1,1,2,2015,55,24,9
40273.0,21,4,1,1,2015,9,9,2
21840.0,5,3,2,5,2012,131,10,19
37646.0,12,1,2,6,2009,174,23,26
36031.0,22,3,3,7,2015,197,16,29
33508.0,21,0,4,10,2006,289,16,42
28157.0,16,5,1,2,2016,58,27,8
27317.0,15,2,1,3,2017,88,29,13
32362.0,21,6,1,2,2017,36,5,5
33680.0,0,6,3,8,2009,235,23,34
32611.0,21,2,4,10,2011,292,19,42
30767.0,13,2,2,4,2002,114,24,17
40087.0,20,1,3,8,2005,228,16,33
37986.0,22,1,2,6,2014,161,10,24
25651.0,4,3,1,2,2002,38,7,6
25117.0,5,5,4,12,2007,363,29,52
28505.0,16,2,4,10,2016,286,12,41
23371.0,4,2,4,11,2006,312,8,45
31717.0,17,5,3,9,2016,247,3,35
34972.0,23,6,1,1,2004,11,11,2
41205.0,18,4,2,6,2006,167,16,24
39300.0,0,0,3,7,2002,210,29,31
32552.0,17,4,2,4,2008,116,25,17
35186.0,18,4,2,6,2011,154,3,22
23055.0,1,0,3,9,2009,271,28,40
24466.0,6,2,4,11,2016,335,30,48
33344.0,15,4,2,4,2004,114,23,17
32856.0,9,3,3,8,2015,218,6,32
27566.0,5,2,1,1,2008,30,30,5
33119.0,2,4,3,8,2007,222,10,32
27539.0,14,3,2,5,2017,124,4,18
26601.0,20,0,2,5,2013,147,27,22
23925.0,6,6,1,3,2008,76,16,11
31309.0,3,0,1,2,2006,58,27,9
28885.0,12,4,2,5,2015,142,22,21
29235.0,9,1,4,12,2015,349,15,51
28160.0,7,6,2,6,2008,181,29,26
43091.0,16,1,2,5,2015,146,26,22
40066.0,19,4,2,6,2006,167,16,24
26153.0,8,6,4,11,2015,319,15,46
52121.0,11,2,3,8,2007,220,8,32
25739.0,23,6,4,11,2004,312,7,45
36744.0,22,2,1,2,2010,34,3,5
33434.0,0,6,1,2,2007,35,4,5
29489.0,23,3,2,6,2005,153,2,22
37661.0,17,4,2,6,2012,160,8,23
32313.0,10,2,4,11,2002,310,6,45
23556.0,8,5,2,5,2011,134,14,19
27876.0,6,1,2,4,2018,93,3,14
28608.0,11,2,2,4,2015,119,29,18
26866.0,3,0,1,3,2006,65,6,10
38667.0,20,1,2,6,2010,166,15,24
26394.0,5,4,3,9,2013,256,13,37
20244.0,6,5,2,5,2016,142,21,20
35292.0,8,1,4,12,2006,346,12,50
28206.0,8,2,2,4,2015,119,29,18
34448.0,9,4,4,10,2006,300,27,43
21568.0,4,5,4,10,2004,276,2,40
33490.0,0,2,1,1,2004,14,14,3
26145.0,15,3,4,11,2012,327,22,47
20940.0,3,6,4,12,2015,347,13,50
33638.0,20,3,1,3,2006,89,30,13
28809.0,8,1,2,6,2012,178,26,26
35567.0,12,2,1,2,2015,42,11,7
27521.0,1,2,2,6,2007,157,6,23
25028.0,0,0,3,9,2015,264,21,39
30004.0,15,0,1,2,2018,57,26,9
33471.0,1,6,1,1,2014,5,5,1
47272.0,19,0,1,2,2015,47,16,8
25640.0,3,5,3,9,2004,248,4,36
46627.0,16,4,3,8,2011,231,19,33
30999.0,12,3,2,4,2010,119,29,17
21440.0,4,3,2,4,2012,110,19,16
30664.0,15,1,1,3,2011,81,22,12
32688.0,1,1,1,3,2003,63,4,10
50471.0,15,0,3,9,2007,253,10,37
44941.0,13,1,2,6,2004,167,15,25
36985.0,20,6,3,7,2003,201,20,29
32895.0,21,4,3,9,2009,261,18,38
29006.0,16,6,4,11,2005,331,27,47
25807.0,5,0,3,7,2015,187,6,28
32207.0,6,0,4,12,2016,354,19,51
30693.0,13,3,4,12,2015,337,3,49
31689.0,0,0,4,12,2014,356,22,52
27655.0,2,1,3,9,2012,248,4,36
28580.0,6,3,1,2,2013,59,28,9
27123.0,3,6,1,1,2017,15,15,2
22476.0,4,4,2,5,2005,126,6,18
34459.0,7,0,1,2,2009,33,2,6
48150.0,21,6,3,7,2006,211,30,30
39158.0,16,4,1,2,2007,47,16,7
29240.0,22,3,4,11,2015,316,12,46
21794.0,6,5,4,10,2017,301,28,43
23598.0,6,2,2,5,2016,139,18,20
33700.0,16,3,1,1,2008,10,10,2
38095.0,9,4,2,6,2002,179,28,26
37516.0,18,5,3,9,2015,262,19,38
31923.0,0,4,1,1,2010,15,15,2
30610.0,15,3,4,11,2014,310,6,45
21999.0,1,6,2,4,2012,106,15,15
33160.0,17,2,2,5,2006,130,10,19
31102.0,18,6,3,7,2016,185,3,26
30908.0,12,0,2,4,2016,102,11,15
27977.0,0,1,3,9,2016,257,13,37
39177.0,22,4,1,1,2015,9,9,2
25174.0,15,5,4,10,2016,296,22,42
28539.0,1,6,3,7,2005,184,3,26
42713.0,20,0,3,7,2008,196,14,29
40684.0,20,2,1,1,2011,26,26,4
40139.0,22,4,3,8,2006,230,18,33
32726.0,11,3,2,6,2012,159,7,23
28277.0,21,0,2,5,2017,149,29,22
37217.0,21,0,1,2,2008,35,4,6
27868.0,7,0,4,10,2013,294,21,43
30363.0,10,0,2,5,2011,122,2,18
32879.0,5,2,3,8,2002,226,14,33
47010.0,20,0,3,8,2007,225,13,33
22622.0,4,3,4,10,2004,302,28,44
33272.0,15,1,4,12,2017,346,12,50
25688.0,14,5,2,4,2015,115,25,17
38395.0,19,2,3,7,2009,189,8,28
34438.0,19,1,3,8,2010,236,24,34
37836.0,18,2,3,9,2004,266,22,39
47499.0,21,3,3,7,2010,203,22,29
32175.0,22,0,4,12,2015,355,21,52
36166.0,7,6,1,1,2004,25,25,4
38041.0,17,1,4,12,2005,340,6,49
34008.0,11,0,1,3,2010,74,15,11
31424.0,16,5,3,9,2003,249,6,36
29576.0,4,1,3,7,2007,212,31,31
29667.0,20,5,4,11,2003,305,1,44
24059.0,3,2,4,10,2005,278,5,40
32392.0,11,6,3,8,2015,242,30,35
33331.0,17,2,1,1,2014,1,1,1
26416.0,16,5,1,2,2002,54,23,8
41071.0,12,3,4,12,2010,350,16,50
28845.0,12,6,4,12,2002,356,22,51
28176.0,16,2,1,3,2016,76,16,11
23353.0,4,1,2,4,2004,111,20,17
34402.0,12,2,2,6,2018,178,27,26
24714.0,17,6,2,4,2013,111,21,16
29403.0,21,5,2,4,2017,91,1,13
27919.0,2,2,3,8,2004,238,25,35
32215.0,8,3,2,5,2004,148,27,22
33680.0,17,4,4,12,2011,343,9,49
26116.0,0,0,2,4,2006,100,10,15
30104.0,0,2,1,3,2010,62,3,9
27386.0,23,1,3,9,2016,271,27,39
26313.0,18,2,4,10,2012,305,31,44
25210.0,4,6,3,7,2016,192,10,27
29436.0,11,6,2,6,2004,179,27,26
37476.0,10,3,1,1,2017,5,5,1
30858.0,7,1,2,6,2010,166,15,24
33665.0,21,6,2,6,2008,153,1,22
48774.0,17,2,3,7,2007,199,18,29
43384.0,8,3,1,1,2005,27,27,4
34471.0,18,2,4,11,2005,306,2,44
30018.0,23,5,1,2,2013,54,23,8
33300.0,23,2,1,1,2016,27,27,4
37827.0,15,0,2,5,2006,149,29,22
25629.0,1,6,4,11,2003,313,9,45
37962.0,19,1,3,9,2008,253,9,37
26024.0,23,6,2,5,2011,128,8,18
41434.0,18,3,3,7,2014,205,24,30
27388.0,23,1,2,4,2002,92,2,14
34937.0,9,3,2,6,2015,162,11,24
34126.0,23,4,2,6,2004,177,25,26
38600.0,14,4,3,7,2013,193,12,28
28201.0,0,4,3,8,2014,227,15,33
35917.0,8,3,3,7,2014,184,3,27
31715.0,9,4,2,4,2015,114,24,17
36047.0,16,6,2,6,2011,177,26,25
30928.0,21,0,4,10,2015,299,26,44
40987.0,14,4,3,8,2005,231,19,33
24748.0,1,5,2,6,2017,161,10,23
24535.0,6,1,2,6,2005,172,21,25
38647.0,22,2,3,7,2018,199,18,29
31131.0,15,6,3,8,2007,231,19,33
31544.0,23,1,2,6,2006,157,6,23
31234.0,20,5,2,6,2014,172,21,25
27697.0,8,6,1,2,2011,58,27,8
32016.0,3,4,4,12,2010,344,10,49
35549.0,11,4,4,12,2003,346,12,50
26578.0,7,0,3,9,2009,271,28,40
31611.0,17,4,3,9,2015,268,25,39
42096.0,8,2,1,1,2018,31,31,5
36003.0,23,3,1,1,2016,21,21,3
30713.0,12,1,2,4,2014,91,1,14
32827.0,2,5,1,2,2016,44,13,6
23039.0,1,6,2,6,2003,173,22,25
30018.0,12,6,2,6,2013,160,9,23
40408.0,16,4,3,9,2006,251,8,36
29362.0,1,5,1,2,2013,54,23,8
30305.0,15,6,1,1,2008,6,6,1
28486.0,16,5,1,2,2018,55,24,8
34609.0,18,4,2,6,2012,153,1,22
32833.0,19,0,3,9,2012,254,10,37
28464.0,0,5,3,7,2002,208,27,30
35679.0,14,3,1,2,2010,42,11,6
24912.0,6,0,3,9,2003,251,8,37
25500.0,14,6,4,11,2012,316,11,45
22529.0,5,6,4,11,2014,313,9,45
23421.0,2,3,3,9,2002,269,26,39
39885.0,10,1,3,7,2015,188,7,28
29874.0,9,5,1,2,2002,33,2,5
31747.0,23,0,1,3,2004,68,8,11
34112.0,22,1,3,8,2013,218,6,32
29002.0,17,4,2,5,2015,142,22,21
23087.0,1,4,2,5,2013,130,10,19
28630.0,22,0,4,10,2016,305,31,44
31298.0,0,6,1,2,2006,43,12,6
31270.0,3,2,3,7,2008,212,30,31
29500.0,20,6,4,11,2002,314,10,45
27741.0,5,0,1,3,2006,79,20,12
31840.0,2,3,2,6,2011,153,2,22
29736.0,7,6,1,3,2014,61,2,9
24686.0,4,3,1,2,2018,46,15,7
26296.0,1,0,3,9,2017,261,18,38
26937.0,16,5,4,11,2014,312,8,45
28897.0,14,2,2,4,2015,112,22,17
21039.0,6,6,2,4,2017,113,23,16
31186.0,13,2,3,9,2009,273,30,40
35701.0,17,4,1,3,2008,67,7,10
22646.0,5,5,4,10,2008,299,25,43
39515.0,23,4,2,6,2008,179,27,26
28892.0,2,0,2,6,2015,166,15,25
35394.0,21,2,3,9,2003,260,17,38
30455.0,0,6,1,2,2011,37,6,5
23136.0,5,4,2,6,2013,158,7,23
27185.0,2,2,2,6,2005,173,22,25
51113.0,17,2,3,8,2005,222,10,32
36107.0,7,1,1,1,2013,8,8,2
25497.0,7,5,2,4,2005,106,16,15
30721.0,17,2,2,5,2002,135,15,20
33713.0,11,1,1,3,2011,67,8,10
25908.0,6,2,4,11,2013,310,6,45
33611.0,22,6,3,9,2017,260,17,37
33659.0,21,2,1,1,2017,18,18,3
29158.0,5,3,4,11,2012,334,29,48
23112.0,4,5,4,11,2012,329,24,47
22882.0,0,6,2,4,2016,108,17,15
40648.0,15,3,4,12,2005,349,15,50
32149.0,17,0,4,11,2005,318,14,46
30256.0,13,0,3,9,2014,258,15,38
48855.0,17,2,3,8,2018,213,1,31
27866.0,14,6,4,12,2003,362,28,52
27976.0,17,5,4,12,2014,361,27,52
24966.0,0,0,2,5,2004,152,31,23
36541.0,8,5,1,1,2004,17,17,3
34539.0,16,2,1,1,2005,12,12,2
20769.0,7,6,2,4,2003,117,27,17
33296.0,19,6,4,11,2006,309,5,44
36357.0,12,0,4,11,2008,329,24,48
36385.0,13,4,1,2,2003,45,14,7
28190.0,12,0,4,10,2017,275,2,40
32233.0,21,1,4,10,2010,292,19,42
47045.0,13,4,3,8,2010,232,20,33
29406.0,4,2,4,11,2008,324,19,47
26601.0,23,1,2,4,2017,115,25,17
29929.0,9,1,2,5,2017,122,2,18
40718.0,20,2,2,6,2015,175,24,26
41085.0,11,4,1,1,2005,21,21,3
31692.0,18,1,4,11,2010,306,2,44
37674.0,8,3,3,8,2009,232,20,34
37820.0,20,2,1,2,2002,58,27,9
33397.0,23,4,3,8,2010,225,13,32
41279.0,17,3,3,7,2009,183,2,27
36252.0,14,1,4,12,2008,351,16,51
32596.0,21,1,4,12,2015,349,15,51
30089.0,5,3,4,12,2007,354,20,51
32144.0,14,4,4,10,2005,294,21,42
27586.0,12,6,2,5,2012,141,20,20
21035.0,6,6,3,9,2003,250,7,36
46163.0,22,2,3,8,2009,231,19,34
21841.0,3,5,2,6,2005,155,4,22
20784.0,3,6,2,4,2011,114,24,16
29502.0,15,0,4,10,2015,285,12,42
35758.0,18,2,1,1,2002,23,23,4
31978.0,14,4,4,12,2017,356,22,51
38621.0,20,5,1,2,2015,59,28,9
30247.0,2,1,3,7,2008,211,29,31
28976.0,20,6,3,9,2016,269,25,38
32186.0,1,2,1,2,2014,57,26,9
38935.0,22,3,4,12,2007,354,20,51
37962.0,21,3,3,9,2011,244,1,35
33251.0,9,6,3,8,2002,216,4,31
20701.0,6,5,3,9,2017,245,2,35
21304.0,5,0,4,11,2002,315,11,46
28231.0,7,5,1,3,2008,89,29,13
34103.0,18,3,2,5,2013,136,16,20
32117.0,17,3,1,2,2016,35,4,5
30044.0,3,0,3,8,2009,229,17,34
29081.0,22,5,2,5,2008,124,3,18
34244.0,13,0,3,9,2010,263,20,38
32797.0,6,2,4,11,2008,324,19,47
35001.0,8,0,1,3,2014,90,31,14
45038.0,21,2,4,12,2005,348,14,50
31377.0,19,1,3,9,2014,259,16,38
52174.0,19,5,3,7,2012,189,7,27
34637.0,13,2,4,10,2007,297,24,43
23148.0,3,4,4,11,2011,308,4,44
24590.0,6,3,4,10,2014,289,16,42
28046.0,5,1,4,12,2004,349,14,51
26149.0,7,4,3,9,2016,274,30,39
32613.0,15,0,4,12,2006,352,18,51
33498.0,3,4,3,7,2002,200,19,29
28569.0,4,4,1,1,2007,19,19,3
23902.0,4,6,4,11,2002,307,3,44
25775.0,0,0,4,10,2008,294,20,43
34214.0,16,6,4,12,2007,350,16,50
29154.0,7,4,3,9,2011,245,2,35
24195.0,0,6,3,9,2009,263,20,38
36609.0,13,3,2,6,2007,158,7,23
23258.0,6,0,4,10,2017,289,16,42
29292.0,0,2,4,11,2013,331,27,48
25397.0,1,0,1,1,2018,29,29,5
32135.0,21,6,1,3,2009,74,15,11
33999.0,6,5,1,1,2004,17,17,3
27771.0,9,5,1,3,2014,88,29,13
40942.0,18,0,1,1,2016,4,4,1
31773.0,13,1,2,4,2016,96,5,14
32241.0,15,4,1,2,2016,57,26,8
30461.0,17,0,3,9,2016,270,26,39
31556.0,11,0,4,11,2017,324,20,47
31882.0,16,2,1,1,2013,30,30,5
30755.0,21,2,1,2,2018,52,21,8
28593.0,2,1,1,1,2015,20,20,4
33994.0,15,0,1,1,2016,25,25,4
37623.0,12,4,3,9,2007,257,14,37
32299.0,12,4,3,9,2012,265,21,38
31400.0,19,6,4,11,2013,314,10,45
22123.0,8,6,2,4,2006,92,2,13
23568.0,7,6,1,1,2007,7,7,1
27355.0,21,5,1,3,2002,89,30,13
28268.0,0,2,4,10,2005,278,5,40
24883.0,6,2,3,9,2006,256,13,37
30982.0,13,6,3,7,2009,186,5,27
40695.0,17,0,1,1,2011,24,24,4
28455.0,11,1,4,10,2016,285,11,41
30337.0,17,2,4,11,2011,306,2,44
26536.0,0,6,4,10,2005,282,9,40
28207.0,0,0,4,12,2013,364,30,1
32601.0,21,1,2,4,2005,95,5,14
23339.0,4,6,2,6,2018,161,10,23
28535.0,16,6,4,12,2008,363,28,52
39596.0,22,4,3,8,2017,230,18,33
31721.0,10,0,4,10,2002,301,28,44
34019.0,17,1,1,2,2009,48,17,8
43401.0,10,4,3,7,2016,197,15,28
54482.0,15,0,3,7,2011,199,18,29
27875.0,9,6,1,3,2008,76,16,11
31286.0,14,0,4,11,2010,305,1,44
29260.0,23,0,4,10,2006,282,9,41
25494.0,1,6,4,11,2006,330,26,47
24998.0,6,2,4,10,2010,293,20,42
28999.0,0,5,1,3,2018,83,24,12
28620.0,21,5,4,11,2017,329,25,47
39781.0,17,5,3,7,2004,192,10,28
27875.0,9,5,1,3,2016,79,19,11
29161.0,19,5,4,10,2006,294,21,42
33298.0,12,4,3,8,2014,241,29,35
45989.0,18,2,2,6,2002,156,5,23
34136.0,12,1,3,9,2011,249,6,36
35603.0,0,5,3,8,2012,224,11,32
46075.0,21,0,3,8,2015,243,31,36
37491.0,15,1,2,5,2002,148,28,22
30456.0,20,5,4,11,2008,320,15,46
35005.0,7,1,3,8,2009,223,11,33
28033.0,8,0,2,4,2002,91,1,14
29913.0,19,0,2,4,2005,101,11,15
39105.0,22,1,3,8,2013,225,13,33
23920.0,15,6,2,4,2015,95,5,14
40780.0,17,2,1,1,2012,4,4,1
27712.0,4,2,1,2,2007,52,21,8
43560.0,21,0,3,8,2003,237,25,35
26685.0,23,6,4,11,2010,318,14,45
23754.0,5,1,4,11,2005,312,8,45
33570.0,7,1,3,7,2010,194,13,28
30563.0,5,1,1,2,2013,36,5,6
29304.0,0,5,3,9,2017,259,16,37
29932.0,21,6,4,10,2004,277,3,40
32244.0,23,4,1,1,2014,17,17,3
29546.0,1,2,1,1,2010,27,27,4
25644.0,16,5,4,10,2012,294,20,42
39344.0,11,5,4,12,2017,364,30,52
35772.0,20,3,1,2,2018,32,1,5
30197.0,1,5,1,2,2014,46,15,7
39778.0,19,0,1,1,2003,6,6,2
31056.0,19,3,1,3,2002,87,28,13
33966.0,10,4,4,11,2004,317,12,46
36981.0,16,0,4,12,2005,353,19,51
38089.0,22,1,1,2,2009,34,3,6
27683.0,5,0,2,6,2003,181,30,27
41723.0,19,0,1,1,2009,12,12,3
35423.0,17,4,2,6,2016,155,3,22
27509.0,16,5,4,11,2008,306,1,44
31324.0,9,6,4,12,2004,354,19,51
39879.0,14,0,3,7,2018,190,9,28
39378.0,8,0,3,8,2005,227,15,33
30793.0,19,5,1,3,2017,77,18,11
26653.0,15,6,2,5,2009,130,10,19
34721.0,9,3,1,2,2017,33,2,5
27876.0,23,5,2,5,2004,122,1,18
30813.0,8,5,1,3,2018,83,24,12
30008.0,17,1,1,3,2009,90,31,14
39760.0,10,3,1,1,2014,9,9,2
33619.0,12,6,2,6,2016,178,26,25
22271.0,7,5,2,5,2006,133,13,19
40637.0,18,2,4,12,2007,360,26,52
21937.0,6,5,4,10,2009,276,3,40
32526.0,22,0,2,5,2008,147,26,22
32760.0,6,4,1,2,2005,49,18,7
31451.0,22,1,4,11,2009,328,24,48
26335.0,20,5,2,4,2011,120,30,17
29204.0,15,4,2,4,2014,101,11,15
45114.0,14,4,3,8,2011,217,5,31
31790.0,14,2,4,10,2011,285,12,41
30837.0,8,4,3,9,2012,272,28,39
36443.0,0,5,3,9,2008,250,6,36
47199.0,21,2,3,7,2013,191,10,28
44053.0,15,2,3,9,2007,248,5,36
49245.0,15,0,3,8,2012,219,6,32
28784.0,2,3,2,6,2010,168,17,24
23692.0,5,0,2,4,2013,91,1,14
38609.0,10,3,2,5,2004,134,13,20
23307.0,9,6,4,10,2016,290,16,41
29307.0,21,5,3,9,2009,262,19,38
29184.0,22,6,4,10,2004,298,24,43
30560.0,16,1,4,10,2011,277,4,40
33303.0,4,4,1,2,2008,60,29,9
32751.0,0,2,1,2,2015,42,11,7
39554.0,8,3,3,8,2010,217,5,31
23417.0,7,6,2,6,2002,174,23,25
